item_id,pool,source_sme,change_type,fact_idx,action,original_text,new_text,sme_note,gpt_rationale,override_reason
R500_0240,dnv_full_500,annotatorB,fact_repair,5,replaced,Roll angle θ ≈ 22.7 deg (derived from the roll angle formula in Sec.3 [2.1.1]),"Roll angle θ for a bulk carrier is derived from the Sec.3 [2.1.1] roll angle formula using the Pt.5 values of k_r and GM, not the Pt.3 general defaults",横摇角 θ 的计算依赖于 Tθ（事实 2）。由于 Tθ 依赖错误的 k_r，θ≈22.7° 不可靠。,"The unreliable 22.7 deg value was removed because θ depends on Tθ, which must be based on the Pt.5 bulk-carrier k_r and GM path.",
R500_0257,dnv_full_500,annotatorB,fact_repair,5,replaced,The load combination factor C_WV for BSR-1P under strength assessment is given by 0.4f_T − 0.7,The load combination factor C_WV for BSR-1P under strength assessment is given by 0.1 − 0.2f_T,"Table 5 ""Load combination factors for BSR and BSP load cases - strength assessment"" 中 BSR-1P 列 MWV/CWV 行的公式为 0.1−0.2f_T，而非事实中的 0.4f_T−0.7。",The formula was corrected to match Table 5 for the BSR-1P C_WV entry under strength assessment.,
R500_0257,dnv_full_500,annotatorB,fact_repair,6,replaced,"With f_T = 0.85, C_WV for BSR-1P = −0.36","With f_T = 0.85, C_WV for BSR-1P = −0.07",以 f_T=0.85 代入正确公式 C_WV=0.1−0.2×0.85=−0.07，非 −0.36。,Updated the C_WV value to −0.07 using the correct Table 5 BSR-1P formula at f_T = 0.85.,
F500_0113,dnv_full_500,annotatorB,fact_repair,4,replaced,"For any ballast tank intended to be partially filled during the voyage, the still water bending moment and shear force must be calculated with those tanks assumed empty, full, and partially filled at the intended level","In cargo loading conditions, for any peak ballast tank intended to be partially filled during the voyage, the still water bending moment and shear force must be calculated with those tanks assumed empty, full, and partially filled at the intended level","此题场景为货物装载工况。Pt3.Ch4.Sec8 [1.2.2] 明确规定：""In cargo loading conditions, the requirement in [1.2.1] applies to peak ballast tanks only."" 事实引用 [1.2.1] 的宽泛要求涵盖所有压载舱，未受 [1.2.2] 的限制，适用范围过宽。","Restricted the requirement to cargo loading conditions and to peak ballast tanks only, per Sec.8 [1.2.2].",
F500_0113,dnv_full_500,annotatorB,fact_repair,5,replaced,"Where multiple tanks are intended to be partially filled, all combinations of empty, full, or partially filled at intended level for those tanks must be investigated","In cargo loading conditions, where multiple forepeak tanks are intended to be partially filled, all combinations of empty, full, or partially filled at intended level for those tanks must be investigated",多舱组合装载的校验要求来自 [1.2.1]，但 [1.2.2] 将其在货物装载工况下限制为仅尖舱。事实未体现此限制。,Added the Sec. 8 [1.2.2] restriction that this multiple-tank investigation requirement applies only to forepeak tanks in cargo loading conditions.,
F500_0129,dnv_full_500,annotatorB,kill,,kill_item,,,题目场景需消歧：明确 14mm 是净厚度还是毛厚度。腐蚀余量加法（事实 0-4）的规则引用正确。,,"Scenario text is internally contradictory: 14 mm is described as both '净厚度（建造厚度扣除腐蚀余量后）' (net thickness, after subtracting corrosion margin) and '毛厚度' (gross thickness). The fact under repair (f5) is unresolvable until the question is rewritten. Rather than ship a question-level defect into the released pool, we kill the item. SME annotator B confirmed the contradiction in the disposition note: '题目场景需消歧：明确 14mm 是净厚度还是毛厚度'."
R500_0313,dnv_full_500,annotatorB,fact_repair,2,replaced,General minimum thickness for sea chest boundaries uses coefficients a = 4.5 and b = 0.05,General minimum thickness for sea chest boundaries uses coefficients a = 4.5 and b = 0.035,"Pt3.Ch6.Sec3 Table 1 中""Bottom, bilge and sea chest boundaries""行的系数为 a=4.5, b=0.035。事实中 b=0.05 与表值不符。","Updated coefficient b from 0.05 to 0.035 to match Pt3.Ch6.Sec3 Table 1 for bottom, bilge and sea chest boundaries.",
R500_0313,dnv_full_500,annotatorB,fact_repair,3,replaced,General minimum thickness = 4.5 + 0.05 × 180 × sqrt(1.0) = 13.5 mm,General minimum thickness = 4.5 + 0.035 × 180 × sqrt(1.0) = 10.8 mm,以正确系数 b=0.035 代入 t=a+b×L2×√k=4.5+0.035×180×1.0=10.8mm，而非 13.5mm。,"The coefficient b is corrected from 0.05 to 0.035, so the resulting minimum thickness recalculates to 10.8 mm.",
R500_0313,dnv_full_500,annotatorB,fact_repair,4,replaced,The governing minimum net thickness is 13.5 mm,The governing minimum net thickness is 10.8 mm,适用最小净厚度应为 10.8mm（正确系数）与 blow-out 公式结果（≈10.2mm）中的较大者，即 10.8mm。事实称 13.5mm 起控制作用，因系数错误被高估了 2.7mm。,"The governing value changes from 13.5 mm to 10.8 mm because the corrected coefficient yields 10.8 mm, which is greater than the blow-out result of about 10.2 mm.",
R500_0316,dnv_full_500,annotatorB,fact_repair,0,replaced,"The bow impact strengthening zone must extend to 0.20L from the forward end, not 0.15L",The bow impact strengthening zone must extend to 0.20L from the forward end if the flare angle at 0.15L from the forward end exceeds 40°,Pt3.Ch10.Sec1 [1.1.3] 规定：若在 0.15L（距首端）处外飘角>40°，则加强区延伸至 0.20L。题目给出了 0.12L 处 44° 和 0.17L 处 42°，但未给 0.15L 处的确切角度。是否有足够的线性插值依据来判定 0.15L 处>40°，取决于审图实践中对插值的接受程度。,"Changed the fact to the rule's actual 0.15L/>40° trigger, because 0.17L cannot be used as a direct substitute.",
R500_0316,dnv_full_500,annotatorB,fact_repair,1,replaced,The flare angle α > 40° at 0.15L from F.E. (42° at 0.17L satisfies the trigger condition) requires extension to 0.20L,The flare angle α > 40° at 0.15L from F.E. requires extension to 0.20L,[1.1.3] 的 0.20L 延伸触发条件是外飘角在 0.15L 处>40°。事实以 0.17L 处 42° 作为 0.15L 处满足条件的证据——这是空间位置上的置换，0.17L≠0.15L，不能直接等同。,Removed the unsupported use of the 42° value at 0.17L because the 0.20L extension trigger must be determined at 0.15L.,
R500_0316,dnv_full_500,annotatorB,fact_repair,2,replaced,The designer's claim that 0.15L is sufficient is incorrect,The designer's claim that 0.15L is sufficient cannot be confirmed or refuted without the actual flare angle at 0.15L,设计方声称 0.15L 足够——如果无法确认 0.15L 处的外飘角确实>40°，这个结论既不能被证实也不能被推翻。需要 0.15L 处的实测角度。,Replaced the unsupported conclusion that 0.15L is incorrect with the SME's point that the claim depends on the measured flare angle at 0.15L.,
R500_0332,dnv_full_500,annotatorB,fact_repair,0,replaced,The section modulus formula is Z = (1000 · P_i · s · k_p · ℓ_p · ℓ_bdg) / (f_bdg · R_eH),The section modulus formula is Z = (1000 · P_i · S · k_p · ℓ_p · ℓ_bdg) / (f_bdg · R_eH),Pt3.Ch10.Sec4 [3.2.5] 剖面模数公式中使用的是大写 S。Pt3.Ch1.Sec4 Table 5 中 S 和 s 是不同符号（含义不同）。事实在分子中使用了小写 s，与源文本符号不一致，可能导致混淆。,"Changed the numerator variable from lowercase s to uppercase S to match Pt3.Ch10.Sec4 [3.2.5], where S and s are distinct symbols.",
R500_0332,dnv_full_500,annotatorB,fact_repair,3,replaced,"Using f_bdg = 8 (simply supported bending moment factor) and the given values, Z_min ≈ 510 cm³","Using f_bdg = 8 (simply supported bending moment factor) and the given value of S, Z_min ≈ 510 cm³",Z_min≈510cm³ 的推导依赖于事实 0 中的公式。若公式符号 S 与 s 的具体取值不同（S 可能有不同的定义或默认值），此数值需要按正确的 S 重新计算确认。,"Changed the calculation basis from lowercase s to the source-consistent uppercase S in [3.2.5], since the stated Z_min depends on that symbol.",
R500_0335,dnv_full_500,annotatorB,fact_repair,2,replaced,"The cut-out occupies 18.75% of the web height (60/320), which is less than 20%, so the reduction factor Cr = 0.80 applies","The cut-out occupies 18.75% of the web height (60/320), which is less than 40%, so the reduction factor Cr = 0.60 applies for a web opening",Pt3.Ch7.Sec3 Table 2（[4.2.6] 下方）中，腹板开口（opening）的折减系数 Cr 与开槽（slot）不同。开口行对于 <40% 的情况 Cr=0.60，开槽行才是 Cr=0.80。此处的 60mm 开口属于 web opening 而非 slot，应取 Cr=0.60。,"Cr was corrected from 0.80 to 0.60 because this 60 mm cut-out is a web opening, not a slot, and the applicable threshold is <40%.",
R500_0335,dnv_full_500,annotatorB,fact_repair,3,replaced,"The simplified corrected yield utilisation = 285/(315 × 0.80) = 1.131, which exceeds 1.0, so the simplified criterion is not satisfied","The simplified corrected yield utilisation = 285/(315 × 0.60) = 1.508, which exceeds 1.0, so the simplified criterion is not satisfied",简化屈服利用率 285/(315×0.80)=1.131 使用了错误的 Cr。若 Cr=0.60，利用率为 285/(315×0.60)=1.508，远超 1.0——结论方向不变（不通过）但数值差距显著。,"The utilisation was recalculated using the corrected Cr value of 0.60 instead of 0.80, while the pass/fail conclusion remains unchanged.",
R500_0335,dnv_full_500,annotatorB,fact_repair,4,replaced,"The full shear stress correction must be applied: τ_cor = (320/260) × τ_elem, increasing the effective stress beyond the allowable limit",The full shear stress correction must be applied: τ_cor = (320/260) × τ_elem,全剪切应力修正 τ_cor=(320/260)×τ_elem 的公式来源正确，但未提供 τ_elem 及应力分量的具体值，无法独立验证修正后的最终应力是否超出许用值。,Removed the unsupported conclusion that the corrected stress exceeds the allowable limit because the underlying τ_elem and stress-component values were not provided.,
R500_0335,dnv_full_500,annotatorB,fact_repair,5,replaced,The arrangement is not acceptable; scantlings must be increased or the cut-out geometry must be modified,"The arrangement's acceptability cannot be definitively determined without the correct Cr, complete shear correction, and full FE stress data",结构可接受性需在正确 Cr 和完整剪切修正后进行综合判断。在缺少完整 FE 应力数据的情况下，仅凭现有信息不能得出确定结论。,Replaced the unsupported rejection with the SME's qualified conclusion that acceptability cannot be finally judged from the current incomplete inputs.,
F500_0145,dnv_full_500,annotatorB,fact_repair,1,replaced,γ_M = 1.1,γ_M = 1.05,此题船舶明确为集装箱船（B=48.2m>32.26m），触发了 Pt5.Ch2.Sec4 [2.6.2] 的特殊极限强度校核分支。该分支的 γ_M 应取 1.05（Pt5 集装箱船专用值），而非 Pt3 通用的 1.1。,按 Pt5.Ch2.Sec4 [2.6.2] 的集装箱船专用极限强度分支，γ_M 应由 1.1 修正为 1.05。,
F500_0145,dnv_full_500,annotatorB,fact_repair,3,replaced,γ_R = γ_M × γ_DB = 1.1 × 1.1 = 1.21,γ_R = γ_M × γ_DB = 1.05 × 1.1 = 1.155,γ_R=γ_M×γ_DB=1.05×1.1=1.155（Pt5 路径），而非事实中的 1.1×1.1=1.21。,按 SME 指注改用 Pt5 路径参数，将 γ_M 从 1.1 更正为 1.05，因此 γ_R 更正为 1.155。,
F500_0145,dnv_full_500,annotatorB,fact_repair,4,replaced,"Applied bending moment M = 1.0 × 8,400,000 + 1.2 × 5,200,000 = 14,640,000 kNm","Applied bending moment M = 1.0 × 8,400,000 + [1.2 + (γ_WH − 1.2) × 0.9] × 5,200,000 kNm",施加弯矩 M 的计算涉及载荷组合系数（γ_S×M_SW + M_WV）。Pt5 [2.6.2] 的系数组合不同于 Pt3 通用公式，需按 Pt5 专用规则重新校核。,"Replaced the Pt3 default `1.2 × M_WV` term with the Pt5 [2.6.2] whipping-modified wave coefficient, so the total must be recalculated after determining `γ_WH`.",
F500_0145,dnv_full_500,annotatorB,fact_repair,5,replaced,"Allowable moment M_U / γ_R = 22,500,000 / 1.21 ≈ 18,595,000 kNm","Allowable moment M_U / γ_R = 22,500,000 / 1.155 ≈ 19,480,000 kNm","M_U/γ_R 的值依赖于正确的 γ_R。1.155 替换 1.21 后，许用弯矩变为 22,500,000/1.155≈19,480,000 kNm。","γ_R was corrected from 1.21 to 1.155, so M_U/γ_R recalculates to approximately 19,480,000 kNm.",
F500_0145,dnv_full_500,annotatorB,fact_repair,6,replaced,"The criterion M ≤ M_U / γ_R is satisfied (14,640,000 kNm ≤ 18,595,000 kNm)",The criterion M ≤ M_U / γ_R must be re-checked by comparing M with M_U / γ_R using the Pt5.Ch2.Sec4 [2.6.2]-corrected values of the applied bending moment and γ_R,通过与否的结论取决于正确的施加弯矩和正确的 γ_R。使用 Pt5 修正值后，需重新比较 M 与 M_U/γ_R 才能判定。,"The original pass/fail conclusion and numbers are invalid because Pt5.Ch2.Sec4 [2.6.2] changes the applicable M and γ_R, requiring a fresh comparison.",
F500_0150,dnv_full_500,annotatorB,fact_repair,3,replaced,"The still water shear force of 28,500 kN is less than the total hull girder shear capacity of 31,200 kN, so the loading condition is compliant with the shear strength requirement","The still water shear force of 28,500 kN must be compared against the reduced hull girder shear capacity Q_R - |Qwv| under Pt3.Ch5.Sec2 [2.2.1], rather than directly against the total shear capacity of 31,200 kN","Pt3.Ch5.Sec2 [2.2.1] 的剪力校核准则为 |Qsw| ≤ Q_R − |Qwv|，需要从总剪力容量 Q_R 中先扣除波浪剪力分量 |Qwv|，再与静水剪力比较。事实直接将 Qsw=28,500 与 Q_R=31,200 比较，未扣除 Qwv 项，简化方式与源文校核准则不符。","Changed the fact to use the full Sec.2 [2.2.1] shear check, which requires deducting |Qwv| from Q_R before comparing |Qsw|.",
F500_0153,dnv_full_500,annotatorB,fact_repair,4,replaced,The hogging wave bending moment MWV-Hog is approximately +7 890 000 kNm and the sagging moment MWV-Sag is approximately −11 780 000 kNm at x/L = 0.5,The hogging wave bending moment MWV-Hog is approximately +6 700 000 kNm and the sagging moment MWV-Sag is approximately −10 010 000 kNm at x/L = 0.5 for strength assessment with f_R = 0.85,"Pt5.Ch2.Sec3 [2.2.3] 的垂向波浪弯矩公式包含 f_R 因子，而 Pt3.Ch4.Sec4 [3.1.1] 规定强度评估时 f_R=0.85。事实中 M_WV-Hog≈7,890,000 kNm 使用了 f_R=1.0，若改为 0.85，弯矩值应缩减约 15%，约为 6,700,000 kNm。",Both bending moments are reduced by the required strength-assessment factor f_R = 0.85 instead of 1.0.,
F500_0153,dnv_full_500,annotatorB,fact_repair,5,replaced,"For the HSM-1 load case, the external dynamic wave pressure PW at the shell plate (z = 6.0 m < TLC = 14.2 m) is non-zero; per Pt3.Ch4.Sec5 Table 2, PW = PW,WL − ρg(z − TLC), which is positive because the plate is below the waterline","For the HSM-1 load case, the external dynamic wave pressure PW at the shell plate is calculated per Sec.5 [1.3.2] and Table 2.",HSM-1 工况侧壳波浪压力 P_W 的计算路径涉及 Sec.5 [1.3.2] 和 Table 2，提供的源文本摘录中 Table 2 不完整，无法完整追踪该分支的计算。,"Removed the unsupported non-zero/formula conclusion because the provided Table 2 excerpt is incomplete, keeping only the calculation path identified by the SME.",
F500_0155,dnv_full_500,annotatorB,fact_repair,3,replaced,"For fillet welds under bow impact loading, weld sizing is governed by Pt3.Ch13.Sec1 [2.5.4] as referenced from the stiffener-PSM connection rules","For fillet welds under bow impact loading, weld sizing is governed by Pt3.Ch13.Sec1 [2.5.6] as referenced from the stiffener-PSM connection rules",Pt3.Ch6.Sec7 [1.3.1] 规定：简化方法（[1.3.4]）仅适用于船长小于 90m 的船舶。本题 L=185m，走的是非简化路径，通过 [1.3.1]→Pt3.Ch13.Sec1 [2.5.6]（非 [2.5.4]）。事实引用的 [2.5.4] 属于 L<90m 路径。,Changed the weld-sizing citation from [2.5.4] to [2.5.6] because this L=185 m case follows the non-simplified L≥90 m path.,
R500_0422,dnv_full_500,annotatorB,fact_repair,0,replaced,The proposed design approach is not acceptable without additional verification,The proposed design approach may require additional verification,"Pt.3 Ch.3 Sec.1 [2.1.2] 的措辞是""may be required""（可能需要），非""shall""（必须）。事实将可能的额外验证表述为确定的不可接受，夸大了限制程度。",Changed the statement from a definite acceptability bar to the source’s conditional wording that additional verification may be required.,
R500_0422,dnv_full_500,annotatorB,fact_repair,1,replaced,An additional yield capacity check of the plate flange is required because the plate flange minimum yield strength (355 N/mm²) is lower than the connected PSM minimum yield strength (460 N/mm²),"An additional yield capacity check of the plate flange is not required under Pt.3 Ch.6 Sec.5 [1.1.4], because the plate flange minimum yield strength (355 N/mm²) is about 29.6% lower than the connected PSM minimum yield strength (460 N/mm²), which is below the 35% threshold",Pt.3 Ch.6 Sec.5 [1.1.4] 的板格翼缘屈服校核触发条件是屈服强度差超过 35%。本题中加强筋 NV47（460MPa）与板格 AH36（355MPa）的强度差约为 (460−355)/355≈29.6%，未超过 35% 阈值。,Changed the fact from mandatory to not required because the 355-to-460 MPa strength difference does not exceed the 35% trigger in [1.1.4].,
R500_0422,dnv_full_500,annotatorB,fact_repair,2,replaced,The additional plate flange yield capacity check requirement is triggered by the yield strength mismatch between flange and PSM materials,"The additional plate flange yield capacity check requirement is not triggered in this case because the yield strength mismatch between the NV47 flange and AH36 PSM materials is about 30%, below the 35% threshold in [1.1.4]",事实 1 中描述的触发条件的具体阈值（>35%）在本题中未达到——NV47 vs AH36 的屈服强度差距约 30%，低于 [1.1.4] 的 35% 门槛。,The fact was narrowed to this scenario and corrected to reflect that the mismatch does not reach the >35% trigger threshold in [1.1.4].,
R500_0436,dnv_full_500,annotatorB,fact_repair,1,replaced,The material factor k for A47 steel (R_eH = 460 N/mm²) is k = 0.57,The material factor k for A47 steel (R_eH = 460 N/mm²) is k = 0.62,Pt3.Ch3.Sec1 Table 2 中 R_eH=460 N/mm²（A47/NV-47 钢）对应的材料系数 k 直接列表值为 0.62，而非 0.57。k=0.57 是另一个屈服强度级别的值，不能用于 460MPa 钢。,Updated k from 0.57 to 0.62 because Pt3.Ch3.Sec1 Table 2 lists 0.62 for R_eH = 460 N/mm² (A47/NV-47 steel).,
R500_0463,dnv_full_500,annotatorB,fact_repair,0,replaced,"f_R = 1.0 for unrestricted ocean-going service, obtained from Pt3.Ch4.Sec4 [3.1.1] as referenced by the container ship loads section","f_R = 0.85 for strength assessment, obtained from Pt3.Ch4.Sec4 [3.1.1] as referenced by Pt5.Ch2.Sec3 [2.2.3] in the container ship loads section",Pt5.Ch2.Sec3 [2.2.3] 将强度评估时的 f_R 引至 Pt3.Ch4.Sec4 [3.1.1]，该条款明确给出 f_R=0.85（强度评估），非 1.0。f_R=1.0 是疲劳评估或其他场景的值。,Changed the value to 0.85 and the applicability to strength assessment because Pt3.Ch4.Sec4 [3.1.1] gives that value when referenced by Pt5.Ch2.Sec3 [2.2.3].,
R500_0463,dnv_full_500,annotatorB,fact_repair,5,replaced,"M_WV-Hog at x/L = 0.5 is approximately 11,800–11,900 MNm (≈ 11.87 × 10⁶ kNm)","M_WV-Hog at x/L = 0.5 is approximately 10,100 MNm (≈ 10.1 × 10⁶ kNm)",M_WV-Hog≈11.87×10⁶ kNm 依赖于 f_R=1.0。若 f_R 改为强度评估值 0.85，则弯矩约为 10.1×10⁶ kNm，缩减约 15%。,The moment value was recalculated using the corrected strength assessment factor f_R = 0.85 instead of 1.0.,
